1607558441 | 127.0.0.10 | 0 | 1 | 0 | 0
1607558442 | 127.0.0.10 | 0 | 1 | 1 | 0
1607558454 | 127.0.0.10 | 0 | 2 | 1 | 0
1607558455 | 127.0.0.10 | 0 | 2 | 2 | 0
1607558463 | 127.0.0.10 | 0 | 3 | 2 | 0
1607558464 | 127.0.0.10 | 0 | 3 | 3 | 0
1607558470 | 127.0.0.10 | 0 | 4 | 3 | 0
1607558470 | 127.0.0.10 | 0 | 4 | 4 | 0
